"city_id","address_id","address","address2","district","postal_code","phone","last_update","city","country_id","country"
31,40,"334 Munger (Monghyr) Lane","","Markazi","38145","481183273622","2006-02-15 09:45:30","Arak",46,"Iran"
362,41,"1440 Fukuyama Loop","","Henan","47929","912257250465","2006-02-15 09:45:30","Nanyang",23,"China"
115,42,"269 Cam Ranh Parkway","","Chisinau","34689","489783829737","2006-02-15 09:45:30","Chisinau",61,"Moldova"
569,43,"306 Antofagasta Place","","Esprito Santo","3989","378318851631","2006-02-15 09:45:30","Vila Velha",15,"Brazil"
353,44,"671 Graz Street","","Oriental","94399","680768868518","2006-02-15 09:45:30","Nador",62,"Morocco"
586,45,"42 Brindisi Place","","Yerevan","16744","42384721397","2006-02-15 09:45:30","Yerevan",7,"Armenia"
394,46,"1632 Bislig Avenue","","Nonthaburi","61117","471675840679","2006-02-15 09:45:30","Pak Kret",94,"Thailand"
167,47,"1447 Imus Way","","Tahiti","48942","539758313890","2006-02-15 09:45:30","Faaa",36,"French Polynesia"
308,48,"1998 Halifax Drive","","Lipetsk","76022","177727722820","2006-02-15 09:45:30","Lipetsk",80,"Russian Federation"
27,49,"1718 Valencia Street","","Antofagasta","37359","675292816413","2006-02-15 09:45:30","Antofagasta",22,"Chile"
343,50,"46 Pjatigorsk Lane","","Moscow (City)","23616","262076994845","2006-02-15 09:45:30","Moscow",80,"Russian Federation"
247,51,"686 Garland Manor","","Cear","52535","69493378813","2006-02-15 09:45:30","Juazeiro do Norte",15,"Brazil"
367,52,"909 Garland Manor","","Tatarstan","69367","705800322606","2006-02-15 09:45:30","Niznekamsk",80,"Russian Federation"
237,53,"725 Isesaki Place","","Mekka","74428","876295323994","2006-02-15 09:45:30","Jedda",82,"Saudi Arabia"
379,54,"115 Hidalgo Parkway","","Khartum","80168","307703950263","2006-02-15 09:45:30","Omdurman",89,"Sudan"
171,55,"1135 Izumisano Parkway","","California","48150","171822533480","2006-02-15 09:45:30","Fontana",103,"United States"
1,56,"939 Probolinggo Loop","","Galicia","4166","680428310138","2006-02-15 09:45:30","A Corua (La Corua)",87,"Spain"
355,57,"17 Kabul Boulevard","","Chiba","38594","697760867968","2006-02-15 09:45:30","Nagareyama",50,"Japan"
227,58,"1964 Allappuzha (Alleppey) Street","","Yamaguchi","48980","920811325222","2006-02-15 09:45:30","Iwakuni",50,"Japan"
49,59,"1697 Kowloon and New Kowloon Loop","","Moskova","57807","499352017190","2006-02-15 09:45:30","Balaiha",80,"Russian Federation"
397,60,"1668 Saint Louis Place","","Tahiti","39072","347487831378","2006-02-15 09:45:30","Papeete",36,"French Polynesia"
560,61,"943 Tokat Street","","Vaduz","45428","889318963672","2006-02-15 09:45:30","Vaduz",55,"Liechtenstein"
282,62,"1114 Liepaja Street","","Sarawak","69226","212869228936","2006-02-15 09:45:30","Kuching",59,"Malaysia"
350,63,"1213 Ranchi Parkway","","Karnataka","94352","800024380485","2006-02-15 09:45:30","Mysore",44,"India"
231,64,"81 Hodeida Way","","Rajasthan","55561","250767749542","2006-02-15 09:45:30","Jaipur",44,"India"
56,65,"915 Ponce Place","","Basel-Stadt","83980","1395251317","2006-02-15 09:45:30","Basel",91,"Switzerland"
441,66,"1717 Guadalajara Lane","","Missouri","85505","914090181665","2006-02-15 09:45:30","Saint Louis",103,"United States"
306,67,"1214 Hanoi Way","","Nebraska","67055","491001136577","2006-02-15 09:45:30","Lincoln",103,"United States"
139,68,"1966 Amroha Avenue","","Sichuan","70385","333489324603","2006-02-15 09:45:30","Daxian",23,"China"
105,69,"698 Otsu Street","","Cayenne","71110","409983924481","2006-02-15 09:45:30","Cayenne",35,"French Guiana"
321,70,"1150 Kimchon Manor","","Skne ln","96109","663449333709","2006-02-15 09:45:30","Malm",90,"Sweden"
579,71,"1586 Guaruj Place","","Hunan","5135","947233365992","2006-02-15 09:45:30","Xiangtan",23,"China"
475,72,"57 Arlington Manor","","Madhya Pradesh","48960","990214419142","2006-02-15 09:45:30","Shivapuri",44,"India"
63,73,"1031 Daugavpils Parkway","","Bchar","59025","107137400143","2006-02-15 09:45:30","Bchar",2,"Algeria"
13,74,"1124 Buenaventura Drive","","Mekka","6856","407733804223","2006-02-15 09:45:30","al-Hawiya",82,"Saudi Arabia"
61,75,"492 Cam Ranh Street","","Eastern Visayas","50805","565018274456","2006-02-15 09:45:30","Baybay",75,"Philippines"
517,76,"89 Allappuzha (Alleppey) Manor","","National Capital Reg","75444","255800440636","2006-02-15 09:45:30","Taguig",75,"Philippines"
114,77,"1947 Poos de Caldas Boulevard","","Chiayi","60951","427454485876","2006-02-15 09:45:30","Chiayi",92,"Taiwan"
431,78,"1206 Dos Quebradas Place","","So Paulo","20207","241832790687","2006-02-15 09:45:30","Rio Claro",15,"Brazil"
108,79,"1551 Rampur Lane","","Changhwa","72394","251164340471","2006-02-15 09:45:30","Changhwa",92,"Taiwan"
402,80,"602 Paarl Street","","Pavlodar","98889","896314772871","2006-02-15 09:45:30","Pavlodar",51,"Kazakstan"
30,81,"1692 Ede Loop","","So Paulo","9223","918711376618","2006-02-15 09:45:30","Araatuba",15,"Brazil"
425,82,"936 Salzburg Lane","","Uttar Pradesh","96709","875756771675","2006-02-15 09:45:30","Rae Bareli",44,"India"
256,83,"586 Tete Way","","Kanagawa","1079","18581624103","2006-02-15 09:45:30","Kamakura",50,"Japan"
217,84,"1888 Kabul Drive","","Oyo & Osun","20936","701457319790","2006-02-15 09:45:30","Ife",69,"Nigeria"
319,85,"320 Baiyin Parkway","","Mahajanga","37307","223664661973","2006-02-15 09:45:30","Mahajanga",57,"Madagascar"
479,86,"927 Baha Blanca Parkway","","Krim","9495","821972242086","2006-02-15 09:45:30","Simferopol",100,"Ukraine"
497,87,"929 Tallahassee Loop","","Gauteng","74671","800716535041","2006-02-15 09:45:30","Springs",85,"South Africa"
40,88,"125 Citt del Vaticano Boulevard","","Puebla","67912","48417642933","2006-02-15 09:45:30","Atlixco",60,"Mexico"
88,89,"1557 Ktahya Boulevard","","England","88002","720998247660","2006-02-15 09:45:30","Bradford",102,"United Kingdom"
489,90,"870 Ashqelon Loop","","Songkhla","84931","135117278909","2006-02-15 09:45:30","Songkhla",94,"Thailand"
480,91,"1740 Portoviejo Avenue","","Sucre","29932","198123170793","2006-02-15 09:45:30","Sincelejo",24,"Colombia"
113,92,"1942 Ciparay Parkway","","Cheju","82624","978987363654","2006-02-15 09:45:30","Cheju",86,"South Korea"
289,93,"1926 El Alto Avenue","","Buenos Aires","75543","846225459260","2006-02-15 09:45:30","La Plata",6,"Argentina"
332,94,"1952 Chatsworth Drive","","Guangdong","25958","991562402283","2006-02-15 09:45:30","Meixian",23,"China"
53,95,"1370 Le Mans Avenue","","Brunei and Muara","52163","345679835036","2006-02-15 09:45:30","Bandar Seri Begawan",16,"Brunei"
183,96,"984 Effon-Alaiye Avenue","","Gois","17119","132986892228","2006-02-15 09:45:30","Goinia",15,"Brazil"
592,97,"832 Nakhon Sawan Manor","","Inner Mongolia","49021","275595571388","2006-02-15 09:45:30","Zalantun",23,"China"
82,98,"152 Kitwe Parkway","","Caraga","53182","835433605312","2006-02-15 09:45:30","Bislig",75,"Philippines"
399,99,"1697 Tanauan Lane","","Punjab","22870","4764773857","2006-02-15 09:45:30","Pathankot",44,"India"
41,100,"1308 Arecibo Way","","Georgia","30695","6171054059","2006-02-15 09:45:30","Augusta-Richmond County",103,"United States"
534,101,"1599 Plock Drive","","Tete","71986","817248913162","2006-02-15 09:45:30","Tete",63,"Mozambique"
12,102,"669 Firozabad Loop","","Abu Dhabi","92265","412903167998","2006-02-15 09:45:30","al-Ayn",101,"United Arab Emirates"
268,103,"588 Vila Velha Manor","","Kyongsangbuk","51540","333339908719","2006-02-15 09:45:30","Kimchon",86,"South Korea"
238,104,"1913 Kamakura Place","","Lipetsk","97287","942570536750","2006-02-15 09:45:30","Jelets",80,"Russian Federation"
2,105,"733 Mandaluyong Place","","Asir","77459","196568435814","2006-02-15 09:45:30","Abha",82,"Saudi Arabia"
34,106,"659 Vaduz Drive","","Ha Darom","49708","709935135487","2006-02-15 09:45:30","Ashdod",48,"Israel"
220,107,"1177 Jelets Way","","Kwara & Kogi","3305","484292626944","2006-02-15 09:45:30","Ilorin",69,"Nigeria"
543,108,"1386 Yangor Avenue","","Provence-Alpes-Cte","80720","449216226468","2006-02-15 09:45:30","Toulon",34,"France"
173,109,"454 Nakhon Sawan Boulevard","","Funafuti","76383","963887147572","2006-02-15 09:45:30","Funafuti",99,"Tuvalu"
225,110,"1867 San Juan Bautista Tuxtepec Avenue","","Ivanovo","78311","547003310357","2006-02-15 09:45:30","Ivanovo",80,"Russian Federation"
334,111,"1532 Dzerzinsk Way","","Buenos Aires","9599","330838016880","2006-02-15 09:45:30","Merlo",6,"Argentina"
213,112,"1002 Ahmadnagar Manor","","Mxico","93026","371490777743","2006-02-15 09:45:30","Huixquilucan",60,"Mexico"
273,113,"682 Junan Way","","North West","30418","622255216127","2006-02-15 09:45:30","Klerksdorp",85,"South Africa"
159,114,"804 Elista Drive","","Hubei","61069","379804592943","2006-02-15 09:45:30","Enshi",23,"China"
102,115,"1378 Alvorada Avenue","","Distrito Federal","75834","272234298332","2006-02-15 09:45:30","Caracas",104,"Venezuela"
292,116,"793 Cam Ranh Avenue","","California","87057","824370924746","2006-02-15 09:45:30","Lancaster",103,"United States"
132,117,"1079 Tel Aviv-Jaffa Boulevard","","Sucre","10885","358178933857","2006-02-15 09:45:30","Cuman",104,"Venezuela"
148,118,"442 Rae Bareli Place","","Nordrhein-Westfalen","24321","886636413768","2006-02-15 09:45:30","Duisburg",38,"Germany"
365,119,"1107 Nakhon Sawan Avenue","","Mxico","75149","867546627903","2006-02-15 09:45:30","Nezahualcyotl",60,"Mexico"
403,120,"544 Malm Parkway","","Central Java","63502","386759646229","2006-02-15 09:45:30","Pemalang",45,"Indonesia"
176,121,"1967 Sincelejo Place","","Gujarat","73644","577812616052","2006-02-15 09:45:30","Gandhinagar",44,"India"
185,122,"333 Goinia Way","","Texas","78625","909029256431","2006-02-15 09:45:30","Grand Prairie",103,"United States"
476,123,"1987 Coacalco de Berriozbal Loop","","al-Qalyubiya","96065","787654415858","2006-02-15 09:45:30","Shubra al-Khayma",29,"Egypt"
147,124,"241 Mosul Lane","","Risaralda","76157","765345144779","2006-02-15 09:45:30","Dos Quebradas",24,"Colombia"
164,125,"211 Chiayi Drive","","Uttar Pradesh","58186","665993880048","2006-02-15 09:45:30","Etawah",44,"India"
305,126,"1175 Tanauan Way","","Lima","64615","937222955822","2006-02-15 09:45:30","Lima",74,"Peru"
566,127,"117 Boa Vista Way","","Uttar Pradesh","6804","677976133614","2006-02-15 09:45:30","Varanasi (Benares)",44,"India"
281,128,"848 Tafuna Manor","","Ktahya","45142","614935229095","2006-02-15 09:45:30","Ktahya",97,"Turkey"
85,129,"569 Baicheng Lane","","Gauteng","60304","490211944645","2006-02-15 09:45:30","Boksburg",85,"South Africa"
410,130,"1666 Qomsheh Drive","","So Paulo","66255","582835362905","2006-02-15 09:45:30","Po",15,"Brazil"
484,131,"801 Hagonoy Drive","","Smolensk","8439","237426099212","2006-02-15 09:45:30","Smolensk",80,"Russian Federation"
236,132,"1050 Garden Grove Avenue","","Slaskie","4999","973047364353","2006-02-15 09:45:30","Jastrzebie-Zdrj",76,"Poland"
302,133,"1854 Tieli Street","","Shandong","15819","509492324775","2006-02-15 09:45:30","Liaocheng",23,"China"
190,134,"758 Junan Lane","","Gois","82639","935448624185","2006-02-15 09:45:30","guas Lindas de Gois",15,"Brazil"
345,135,"1752 So Leopoldo Parkway","","Taka-Karpatia","14014","252265130067","2006-02-15 09:45:30","Mukateve",100,"Ukraine"
87,136,"898 Belm Manor","","Free State","49757","707169393853","2006-02-15 09:45:30","Botshabelo",85,"South Africa"
541,137,"261 Saint Louis Way","","Coahuila de Zaragoza","83401","321944036800","2006-02-15 09:45:30","Torren",60,"Mexico"
421,138,"765 Southampton Drive","","al-Qalyubiya","4285","23712411567","2006-02-15 09:45:30","Qalyub",29,"Egypt"
417,139,"943 Johannesburg Avenue","","Maharashtra","5892","90921003005","2006-02-15 09:45:30","Pune",44,"India"
211,140,"788 Atinsk Street","","Karnataka","81691","146497509724","2006-02-15 09:45:30","Hubli-Dharwad",44,"India"
29,141,"1749 Daxian Place","","Gelderland","11044","963369996279","2006-02-15 09:45:30","Apeldoorn",67,"Netherlands"
207,142,"1587 Sullana Lane","","Inner Mongolia","85769","468060467018","2006-02-15 09:45:30","Hohhot",23,"China"
542,143,"1029 Dzerzinsk Manor","","Ynlin","57519","33173584456","2006-02-15 09:45:30","Touliu",92,"Taiwan"
123,144,"1666 Beni-Mellal Place","","Tennessee","13377","9099941466","2006-02-15 09:45:30","Clarksville",103,"United States"
172,145,"928 Jaffna Loop","","Hiroshima","93762","581852137991","2006-02-15 09:45:30","Fukuyama",50,"Japan"
149,146,"483 Ljubertsy Parkway","","Scotland","60562","581174211853","2006-02-15 09:45:30","Dundee",102,"United Kingdom"
266,147,"374 Bat Yam Boulevard","","Kilis","97700","923261616249","2006-02-15 09:45:30","Kilis",97,"Turkey"
340,148,"1027 Songkhla Manor","","Minsk","30861","563660187896","2006-02-15 09:45:30","Molodetno",13,"Belarus"
491,149,"999 Sanaa Loop","","Gauteng","3439","918032330119","2006-02-15 09:45:30","Soshanguve",85,"South Africa"
499,150,"879 Newcastle Way","","Michigan","90732","206841104594","2006-02-15 09:45:30","Sterling Heights",103,"United States"
555,151,"1337 Lincoln Parkway","","Saitama","99457","597815221267","2006-02-15 09:45:30","Urawa",50,"Japan"
442,152,"1952 Pune Lane","","Saint-Denis","92150","354615066969","2006-02-15 09:45:30","Saint-Denis",79,"Runion"
94,153,"782 Mosul Street","","Massachusetts","25545","885899703621","2006-02-15 09:45:30","Brockton",103,"United States"
202,154,"781 Shimonoseki Drive","","Michoacn de Ocampo","95444","632316273199","2006-02-15 09:45:30","Hidalgo",60,"Mexico"
291,155,"1560 Jelets Boulevard","","Shandong","77777","189446090264","2006-02-15 09:45:30","Laiwu",23,"China"
354,156,"1963 Moscow Place","","Assam","64863","761379480249","2006-02-15 09:45:30","Nagaon",44,"India"
232,157,"456 Escobar Way","","Jakarta Raya","36061","719202533520","2006-02-15 09:45:30","Jakarta",45,"Indonesia"
590,158,"798 Cianjur Avenue","","Shanxi","76990","499408708580","2006-02-15 09:45:30","Yuncheng",23,"China"
72,159,"185 Novi Sad Place","","Bern","41778","904253967161","2006-02-15 09:45:30","Bern",91,"Switzerland"
381,160,"1367 Yantai Manor","","Ondo & Ekiti","21294","889538496300","2006-02-15 09:45:30","Ondo",69,"Nigeria"
420,161,"1386 Nakhon Sawan Boulevard","","Pyongyang-si","53502","368899174225","2006-02-15 09:45:30","Pyongyang",70,"North Korea"
187,162,"369 Papeete Way","","North Carolina","66639","170117068815","2006-02-15 09:45:30","Greensboro",103,"United States"
307,163,"1440 Compton Place","","North Austria","81037","931059836497","2006-02-15 09:45:30","Linz",9,"Austria"
310,164,"1623 Baha Blanca Manor","","Moskova","81511","149981248346","2006-02-15 09:45:30","Ljubertsy",80,"Russian Federation"
533,165,"97 Shimoga Avenue","","Tel Aviv","44660","177167004331","2006-02-15 09:45:30","Tel Aviv-Jaffa",48,"Israel"
297,166,"1740 Le Mans Loop","","Pays de la Loire","22853","168476538960","2006-02-15 09:45:30","Le Mans",34,"France"
253,167,"1287 Xiangfan Boulevard","","Gifu","57844","819416131190","2006-02-15 09:45:30","Kakamigahara",50,"Japan"
529,168,"842 Salzburg Lane","","Adana","3313","697151428760","2006-02-15 09:45:30","Tarsus",97,"Turkey"
199,169,"154 Tallahassee Loop","","Xinxiang","62250","935508855935","2006-02-15 09:45:30","Hami",23,"China"
304,170,"710 San Felipe del Progreso Avenue","","Lilongwe","76901","843801144113","2006-02-15 09:45:30","Lilongwe",58,"Malawi"
107,171,"1540 Wroclaw Drive","","Maharashtra","62686","182363341674","2006-02-15 09:45:30","Chandrapur",44,"India"
240,172,"475 Atinsk Way","","Gansu","59571","201705577290","2006-02-15 09:45:30","Jinchang",23,"China"
407,173,"1294 Firozabad Drive","","Jiangxi","70618","161801569569","2006-02-15 09:45:30","Pingxiang",23,"China"
550,174,"1877 Ezhou Lane","","Rajasthan","63337","264541743403","2006-02-15 09:45:30","Udaipur",44,"India"
223,175,"316 Uruapan Street","","Perak","58194","275788967899","2006-02-15 09:45:30","Ipoh",59,"Malaysia"
58,176,"29 Pyongyang Loop","","Batman","47753","734780743462","2006-02-15 09:45:30","Batman",97,"Turkey"
186,177,"1010 Klerksdorp Way","","Steiermark","6802","493008546874","2006-02-15 09:45:30","Graz",9,"Austria"
373,178,"1848 Salala Boulevard","","Miranda","25220","48265851133","2006-02-15 09:45:30","Ocumare del Tuy",104,"Venezuela"
18,179,"431 Xiangtan Avenue","","Kerala","4854","230250973122","2006-02-15 09:45:30","Allappuzha (Alleppey)",44,"India"
483,180,"757 Rustenburg Avenue","","Skikda","89668","506134035434","2006-02-15 09:45:30","Skikda",2,"Algeria"
330,181,"146 Johannesburg Way","","Tamaulipas","54132","953689007081","2006-02-15 09:45:30","Matamoros",60,"Mexico"
456,182,"1891 Rizhao Boulevard","","So Paulo","47288","391065549876","2006-02-15 09:45:30","Santa Brbara dOeste",15,"Brazil"
270,183,"1089 Iwatsuki Avenue","","Kirov","35109","866092335135","2006-02-15 09:45:30","Kirovo-Tepetsk",80,"Russian Federation"
405,184,"1410 Benin City Parkway","","Risaralda","29747","104150372603","2006-02-15 09:45:30","Pereira",24,"Colombia"
333,185,"682 Garden Grove Place","","Tennessee","67497","72136330362","2006-02-15 09:45:30","Memphis",103,"United States"
126,186,"533 al-Ayn Boulevard","","California","8862","662227486184","2006-02-15 09:45:30","Compton",103,"United States"
317,187,"1839 Szkesfehrvr Parkway","","Gois","55709","947468818183","2006-02-15 09:45:30","Luzinia",15,"Brazil"
438,188,"741 Ambattur Manor","","Noord-Brabant","43310","302590383819","2006-02-15 09:45:30","s-Hertogenbosch",67,"Netherlands"
467,189,"927 Barcelona Street","","Chaharmahal va Bakht","65121","951486492670","2006-02-15 09:45:30","Shahr-e Kord",46,"Iran"
195,190,"435 0 Way","","West Bengali","74750","760171523969","2006-02-15 09:45:30","Haldia",44,"India"
506,191,"140 Chiayi Parkway","","Sumy","38982","855863906434","2006-02-15 09:45:30","Sumy",100,"Ukraine"
62,192,"1166 Changhwa Street","","Caraga","58852","650752094490","2006-02-15 09:45:30","Bayugan",75,"Philippines"
383,193,"891 Novi Sad Manor","","Ontario","5379","247646995453","2006-02-15 09:45:30","Oshawa",20,"Canada"
513,194,"605 Rio Claro Parkway","","Tabora","49348","352469351088","2006-02-15 09:45:30","Tabora",93,"Tanzania"
369,195,"1077 San Felipe de Puerto Plata Place","","Rostov-na-Donu","65387","812824036424","2006-02-15 09:45:30","Novoterkassk",80,"Russian Federation"
169,196,"9 San Miguel de Tucumn Manor","","Uttar Pradesh","90845","956188728558","2006-02-15 09:45:30","Firozabad",44,"India"
271,197,"447 Surakarta Loop","","Nyanza","10428","940830176580","2006-02-15 09:45:30","Kisumu",52,"Kenya"
204,198,"345 Oshawa Boulevard","","Tokyo-to","32114","104491201771","2006-02-15 09:45:30","Hino",50,"Japan"
477,199,"1792 Valle de la Pascua Place","","Nordrhein-Westfalen","15540","419419591240","2006-02-15 09:45:30","Siegen",38,"Germany"
325,200,"1074 Binzhou Manor","","Baden-Wrttemberg","36490","331132568928","2006-02-15 09:45:30","Mannheim",38,"Germany"
109,201,"817 Bradford Loop","","Jiangsu","89459","264286442804","2006-02-15 09:45:30","Changzhou",23,"China"
218,202,"955 Bamenda Way","","Ondo & Ekiti","1545","768481779568","2006-02-15 09:45:30","Ikerre",69,"Nigeria"
194,203,"1149 A Corua (La Corua) Boulevard","","Haiphong","95824","470884141195","2006-02-15 09:45:30","Haiphong",105,"Vietnam"
35,204,"387 Mwene-Ditu Drive","","Ahal","8073","764477681869","2006-02-15 09:45:30","Ashgabat",98,"Turkmenistan"
575,205,"68 Molodetno Manor","","Nordrhein-Westfalen","4662","146640639760","2006-02-15 09:45:30","Witten",38,"Germany"
77,206,"642 Nador Drive","","Maharashtra","3924","369050085652","2006-02-15 09:45:30","Bhusawal",44,"India"
184,207,"1688 Nador Lane","","Sulawesi Utara","61613","652218196731","2006-02-15 09:45:30","Gorontalo",45,"Indonesia"
557,208,"1215 Pyongyang Parkway","","Usak","25238","646237101779","2006-02-15 09:45:30","Usak",97,"Turkey"
122,209,"1679 Antofagasta Street","","Alto Paran","86599","905903574913","2006-02-15 09:45:30","Ciudad del Este",73,"Paraguay"
83,210,"1304 s-Hertogenbosch Way","","Santa Catarina","10925","90336226227","2006-02-15 09:45:30","Blumenau",15,"Brazil"
371,211,"850 Salala Loop","","Kitaa","10800","403404780639","2006-02-15 09:45:30","Nuuk",40,"Greenland"
51,212,"624 Oshawa Boulevard","","West Bengali","89959","49677664184","2006-02-15 09:45:30","Balurghat",44,"India"
74,213,"43 Dadu Avenue","","Rajasthan","4855","95666951770","2006-02-15 09:45:30","Bhilwara",44,"India"
7,214,"751 Lima Loop","","Aden","99405","756460337785","2006-02-15 09:45:30","Aden",107,"Yemen"
174,215,"1333 Haldia Street","","Jilin","82161","408304391718","2006-02-15 09:45:30","Fuyu",23,"China"
65,216,"660 Jedda Boulevard","","Washington","25053","168758068397","2006-02-15 09:45:30","Bellevue",103,"United States"
518,217,"1001 Miyakonojo Lane","","Taizz","67924","584316724815","2006-02-15 09:45:30","Taizz",107,"Yemen"
508,218,"226 Brest Manor","","California","2299","785881412500","2006-02-15 09:45:30","Sunnyvale",103,"United States"
498,219,"1229 Valencia Parkway","","Haskovo","99124","352679173732","2006-02-15 09:45:30","Stara Zagora",17,"Bulgaria"
28,220,"1201 Qomsheh Manor","","Gois","21464","873492228462","2006-02-15 09:45:30","Aparecida de Goinia",15,"Brazil"
448,221,"866 Shivapuri Manor","","Uttar Pradesh","22474","778502731092","2006-02-15 09:45:30","Sambhal",44,"India"
251,222,"1168 Najafabad Parkway","","Kabol","40301","886649065861","2006-02-15 09:45:30","Kabul",1,"Afghanistan"
567,223,"1244 Allappuzha (Alleppey) Place","","Buenos Aires","20657","991802825778","2006-02-15 09:45:30","Vicente Lpez",6,"Argentina"
593,224,"1842 Luzinia Boulevard","","Zanzibar West","94420","706878974831","2006-02-15 09:45:30","Zanzibar",93,"Tanzania"
511,225,"1926 Gingoog Street","","Sisilia","22824","469738825391","2006-02-15 09:45:30","Syrakusa",49,"Italy"
235,226,"810 Palghat (Palakkad) Boulevard","","Jaroslavl","73431","516331171356","2006-02-15 09:45:30","Jaroslavl",80,"Russian Federation"
324,227,"1820 Maring Parkway","","Punjab","88307","99760893676","2006-02-15 09:45:30","Mandi Bahauddin",72,"Pakistan"
243,228,"60 Poos de Caldas Street","","Rajasthan","82338","963063788669","2006-02-15 09:45:30","Jodhpur",44,"India"
22,229,"1014 Loja Manor","","Tamil Nadu","66851","460795526514","2006-02-15 09:45:30","Ambattur",44,"India"
