customer_id,first_name,last_name,amount
380,Russell,Brinson,4.99
380,Russell,Brinson,1.99
380,Russell,Brinson,1.99
380,Russell,Brinson,4.99
381,Bobby,Boudreau,3.99
381,Bobby,Boudreau,1.99
381,Bobby,Boudreau,2.99
381,Bobby,Boudreau,4.99
381,Bobby,Boudreau,2.99
382,Victor,Barkley,0.99
382,Victor,Barkley,4.99
382,Victor,Barkley,1.99
382,Victor,Barkley,2.99
382,Victor,Barkley,4.99
383,Martin,Bales,7.99
383,Martin,Bales,2.99
383,Martin,Bales,2.99
383,Martin,Bales,2.99
383,Martin,Bales,7.99
383,Martin,Bales,2.99
384,Ernest,Stepp,0.99
384,Ernest,Stepp,0.99
384,Ernest,Stepp,7.99
384,Ernest,Stepp,5.99
384,Ernest,Stepp,3.99
384,Ernest,Stepp,9.99
384,Ernest,Stepp,4.99
385,Phillip,Holm,2.99
385,Phillip,Holm,0.99
385,Phillip,Holm,0.99
386,Todd,Tan,3.99
386,Todd,Tan,2.99
386,Todd,Tan,5.99
386,Todd,Tan,0.99
386,Todd,Tan,2.99
387,Jesse,Schilling,0.99
387,Jesse,Schilling,0.99
387,Jesse,Schilling,0.99
387,Jesse,Schilling,0.99
387,Jesse,Schilling,5.99
387,Jesse,Schilling,4.99
388,Craig,Morrell,6.99
388,Craig,Morrell,0.99
388,Craig,Morrell,5.99
388,Craig,Morrell,4.99
388,Craig,Morrell,7.99
389,Alan,Kahn,4.99
389,Alan,Kahn,4.99
389,Alan,Kahn,3.99
390,Shawn,Heaton,5.99
390,Shawn,Heaton,2.99
390,Shawn,Heaton,2.99
390,Shawn,Heaton,7.99
390,Shawn,Heaton,5.99
391,Clarence,Gamez,0.99
391,Clarence,Gamez,0.99
391,Clarence,Gamez,2.99
391,Clarence,Gamez,2.99
391,Clarence,Gamez,2.99
392,Sean,Douglass,6.99
392,Sean,Douglass,2.99
392,Sean,Douglass,2.99
392,Sean,Douglass,4.99
393,Philip,Causey,6.99
393,Philip,Causey,1.99
393,Philip,Causey,2.99
393,Philip,Causey,4.99
393,Philip,Causey,2.99
394,Chris,Brothers,4.99
395,Johnny,Turpin,0.99
395,Johnny,Turpin,0.99
395,Johnny,Turpin,0.99
395,Johnny,Turpin,4.99
395,Johnny,Turpin,0.99
395,Johnny,Turpin,6.99
396,Earl,Shanks,1.99
396,Earl,Shanks,4.99
396,Earl,Shanks,6.99
397,Jimmy,Schrader,5.99
397,Jimmy,Schrader,1.99
398,Antonio,Meek,2.99
398,Antonio,Meek,6.99
398,Antonio,Meek,9.99
399,Danny,Isom,2.99
399,Danny,Isom,5.99
400,Bryan,Hardison,0.99
400,Bryan,Hardison,3.99
400,Bryan,Hardison,6.99
402,Luis,Yanez,4.99
402,Luis,Yanez,4.99
402,Luis,Yanez,2.99
403,Mike,Way,4.99
403,Mike,Way,8.99
403,Mike,Way,3.99
403,Mike,Way,4.99
403,Mike,Way,6.99
403,Mike,Way,5.99
404,Stanley,Scroggins,2.99
404,Stanley,Scroggins,4.99
404,Stanley,Scroggins,4.99
404,Stanley,Scroggins,2.99
405,Leonard,Schofield,4.99
405,Leonard,Schofield,0.99
405,Leonard,Schofield,5.99
405,Leonard,Schofield,3.99
405,Leonard,Schofield,4.99
405,Leonard,Schofield,5.99
406,Nathan,Runyon,4.99
406,Nathan,Runyon,3.99
406,Nathan,Runyon,2.99
406,Nathan,Runyon,0.99
406,Nathan,Runyon,0.99
406,Nathan,Runyon,7.99
406,Nathan,Runyon,4.99
407,Dale,Ratcliff,2.99
407,Dale,Ratcliff,0.99
408,Manuel,Murrell,4.99
408,Manuel,Murrell,2.99
408,Manuel,Murrell,2.99
409,Rodney,Moeller,5.99
409,Rodney,Moeller,8.99
410,Curtis,Irby,2.99
410,Curtis,Irby,2.99
410,Curtis,Irby,4.99
410,Curtis,Irby,5.99
410,Curtis,Irby,0.99
410,Curtis,Irby,4.99
411,Norman,Currier,0.99
411,Norman,Currier,2.99
411,Norman,Currier,0.99
412,Allen,Butterfield,2.99
413,Marvin,Yee,5.99
413,Marvin,Yee,4.99
414,Vincent,Ralston,4.99
414,Vincent,Ralston,9.99
414,Vincent,Ralston,5.99
415,Glenn,Pullen,4.99
415,Glenn,Pullen,2.99
416,Jeffery,Pinson,2.99
416,Jeffery,Pinson,4.99
416,Jeffery,Pinson,0.99
416,Jeffery,Pinson,2.99
416,Jeffery,Pinson,0.99
417,Travis,Estep,3.99
418,Jeff,East,2.99
418,Jeff,East,2.99
418,Jeff,East,2.99
419,Chad,Carbone,2.99
420,Jacob,Lance,3.99
420,Jacob,Lance,0.99
420,Jacob,Lance,0.99
421,Lee,Hawks,4.99
421,Lee,Hawks,2.99
421,Lee,Hawks,4.99
422,Melvin,Ellington,0.99
422,Melvin,Ellington,4.99
422,Melvin,Ellington,2.99
422,Melvin,Ellington,5.99
423,Alfred,Casillas,3.99
423,Alfred,Casillas,0.99
423,Alfred,Casillas,6.99
423,Alfred,Casillas,6.99
423,Alfred,Casillas,8.99
424,Kyle,Spurlock,4.99
424,Kyle,Spurlock,6.99
424,Kyle,Spurlock,0.99
425,Francis,Sikes,6.99
426,Bradley,Motley,6.99
426,Bradley,Motley,7.99
426,Bradley,Motley,2.99
426,Bradley,Motley,0.99
426,Bradley,Motley,0.99
427,Jesus,Mccartney,5.99
427,Jesus,Mccartney,3.99
427,Jesus,Mccartney,5.99
427,Jesus,Mccartney,1.99
427,Jesus,Mccartney,0.99
428,Herbert,Kruger,3.99
428,Herbert,Kruger,2.99
428,Herbert,Kruger,3.99
428,Herbert,Kruger,2.99
428,Herbert,Kruger,0.99
429,Frederick,Isbell,5.99
429,Frederick,Isbell,2.99
429,Frederick,Isbell,7.99
429,Frederick,Isbell,2.99
430,Ray,Houle,0.99
430,Ray,Houle,2.99
430,Ray,Houle,2.99
430,Ray,Houle,6.99
430,Ray,Houle,0.99
430,Ray,Houle,0.99
431,Joel,Francisco,2.99
431,Joel,Francisco,4.99
431,Joel,Francisco,3.99
431,Joel,Francisco,4.99
431,Joel,Francisco,2.99
431,Joel,Francisco,6.99
431,Joel,Francisco,8.99
432,Edwin,Burk,5.99
432,Edwin,Burk,2.99
432,Edwin,Burk,4.99
434,Eddie,Tomlin,0.99
434,Eddie,Tomlin,5.99
434,Eddie,Tomlin,7.99
434,Eddie,Tomlin,3.99
434,Eddie,Tomlin,3.99
434,Eddie,Tomlin,2.99
434,Eddie,Tomlin,2.99
435,Ricky,Shelby,0.99
435,Ricky,Shelby,0.99
436,Troy,Quigley,9.99
437,Randall,Neumann,5.99
437,Randall,Neumann,2.99
437,Randall,Neumann,2.99
438,Barry,Lovelace,4.99
438,Barry,Lovelace,0.99
438,Barry,Lovelace,0.99
438,Barry,Lovelace,4.99
438,Barry,Lovelace,4.99
438,Barry,Lovelace,0.99
439,Alexander,Fennell,4.99
439,Alexander,Fennell,0.99
439,Alexander,Fennell,4.99
439,Alexander,Fennell,2.99
439,Alexander,Fennell,2.99
439,Alexander,Fennell,6.99
441,Mario,Cheatham,4.99
441,Mario,Cheatham,4.99
442,Leroy,Bustamante,5.99
442,Leroy,Bustamante,0.99
442,Leroy,Bustamante,8.99
442,Leroy,Bustamante,2.99
443,Francisco,Skidmore,2.99
444,Marcus,Hidalgo,0.99
444,Marcus,Hidalgo,3.99
444,Marcus,Hidalgo,1.99
444,Marcus,Hidalgo,4.99
444,Marcus,Hidalgo,7.99
444,Marcus,Hidalgo,5.99
446,Theodore,Culp,4.99
446,Theodore,Culp,3.99
446,Theodore,Culp,6.99
446,Theodore,Culp,0.99
446,Theodore,Culp,2.99
446,Theodore,Culp,0.99
447,Clifford,Bowens,0.99
447,Clifford,Bowens,2.99
447,Clifford,Bowens,4.99
447,Clifford,Bowens,4.99
448,Miguel,Betancourt,5.99
448,Miguel,Betancourt,7.99
448,Miguel,Betancourt,0.99
448,Miguel,Betancourt,3.99
448,Miguel,Betancourt,5.99
449,Oscar,Aquino,4.99
449,Oscar,Aquino,0.99
449,Oscar,Aquino,2.99
450,Jay,Robb,4.99
450,Jay,Robb,0.99
450,Jay,Robb,2.99
450,Jay,Robb,0.99
450,Jay,Robb,4.99
450,Jay,Robb,2.99
450,Jay,Robb,4.99
451,Jim,Rea,0.99
451,Jim,Rea,0.99
451,Jim,Rea,6.99
451,Jim,Rea,1.99
451,Jim,Rea,3.99
451,Jim,Rea,0.99
451,Jim,Rea,6.99
452,Tom,Milner,4.99
452,Tom,Milner,5.99
452,Tom,Milner,3.99
452,Tom,Milner,0.99
452,Tom,Milner,4.99
452,Tom,Milner,0.99
452,Tom,Milner,0.99
453,Calvin,Martel,5.99
453,Calvin,Martel,7.99
453,Calvin,Martel,4.99
454,Alex,Gresham,4.99
454,Alex,Gresham,7.99
454,Alex,Gresham,1.99
454,Alex,Gresham,4.99
454,Alex,Gresham,5.99
454,Alex,Gresham,5.99
454,Alex,Gresham,2.99
454,Alex,Gresham,9.99
454,Alex,Gresham,2.99
454,Alex,Gresham,4.99
455,Jon,Wiles,1.99
455,Jon,Wiles,1.99
455,Jon,Wiles,2.99
455,Jon,Wiles,0.99
456,Ronnie,Ricketts,2.99
456,Ronnie,Ricketts,0.99
456,Ronnie,Ricketts,5.99
456,Ronnie,Ricketts,6.99
456,Ronnie,Ricketts,4.99
456,Ronnie,Ricketts,0.99
456,Ronnie,Ricketts,2.99
457,Bill,Gavin,4.99
457,Bill,Gavin,0.99
457,Bill,Gavin,0.99
457,Bill,Gavin,7.99
457,Bill,Gavin,4.99
457,Bill,Gavin,3.99
457,Bill,Gavin,0.99
457,Bill,Gavin,2.99
457,Bill,Gavin,2.99
458,Lloyd,Dowd,5.99
458,Lloyd,Dowd,0.99
459,Tommy,Collazo,0.99
459,Tommy,Collazo,2.99
459,Tommy,Collazo,4.99
459,Tommy,Collazo,0.99
459,Tommy,Collazo,4.99
459,Tommy,Collazo,0.99
459,Tommy,Collazo,9.99
460,Leon,Bostic,0.99
461,Derek,Blakely,5.99
461,Derek,Blakely,4.99
462,Warren,Sherrod,5.99
462,Warren,Sherrod,9.99
462,Warren,Sherrod,4.99
463,Darrell,Power,2.99
463,Darrell,Power,4.99
463,Darrell,Power,2.99
463,Darrell,Power,4.99
464,Jerome,Kenyon,4.99
464,Jerome,Kenyon,2.99
465,Floyd,Gandy,2.99
465,Floyd,Gandy,4.99
465,Floyd,Gandy,8.99
465,Floyd,Gandy,0.99
466,Leo,Ebert,7.99
466,Leo,Ebert,8.99
466,Leo,Ebert,3.99
466,Leo,Ebert,4.99
466,Leo,Ebert,2.99
467,Alvin,Deloach,8.99
467,Alvin,Deloach,4.99
467,Alvin,Deloach,9.99
467,Alvin,Deloach,6.99
468,Tim,Cary,2.99
468,Tim,Cary,8.99
468,Tim,Cary,2.99
468,Tim,Cary,2.99
468,Tim,Cary,4.99
468,Tim,Cary,0.99
469,Wesley,Bull,0.99
469,Wesley,Bull,9.99
470,Gordon,Allard,0.99
470,Gordon,Allard,0.99
470,Gordon,Allard,7.99
471,Dean,Sauer,4.99
471,Dean,Sauer,2.99
471,Dean,Sauer,2.99
471,Dean,Sauer,4.99
471,Dean,Sauer,4.99
472,Greg,Robins,4.99
472,Greg,Robins,6.99
472,Greg,Robins,5.99
472,Greg,Robins,0.99
472,Greg,Robins,4.99
472,Greg,Robins,0.99
473,Jorge,Olivares,0.99
473,Jorge,Olivares,2.99
473,Jorge,Olivares,4.99
473,Jorge,Olivares,4.99
474,Dustin,Gillette,8.99
474,Dustin,Gillette,7.99
476,Derrick,Bourque,3.99
476,Derrick,Bourque,0.99
476,Derrick,Bourque,4.99
476,Derrick,Bourque,2.99
477,Dan,Paine,6.99
477,Dan,Paine,2.99
477,Dan,Paine,10.99
477,Dan,Paine,4.99
478,Lewis,Lyman,0.99
478,Lewis,Lyman,4.99
478,Lewis,Lyman,6.99
478,Lewis,Lyman,8.99
478,Lewis,Lyman,4.99
478,Lewis,Lyman,4.99
479,Zachary,Hite,2.99
479,Zachary,Hite,3.99
479,Zachary,Hite,2.99
479,Zachary,Hite,3.99
479,Zachary,Hite,2.99
479,Zachary,Hite,6.99
480,Corey,Hauser,0.99
480,Corey,Hauser,0.99
481,Herman,Devore,2.99
481,Herman,Devore,4.99
481,Herman,Devore,4.99
481,Herman,Devore,0.99
482,Maurice,Crawley,2.99
482,Maurice,Crawley,0.99
483,Vernon,Chapa,4.99
483,Vernon,Chapa,0.99
483,Vernon,Chapa,8.99
484,Roberto,Vu,3.99
484,Roberto,Vu,3.99
484,Roberto,Vu,4.99
484,Roberto,Vu,5.99
485,Clyde,Tobias,2.99
485,Clyde,Tobias,8.99
486,Glen,Talbert,4.99
486,Glen,Talbert,5.99
486,Glen,Talbert,2.99
486,Glen,Talbert,2.99
487,Hector,Poindexter,3.99
488,Shane,Millard,3.99
488,Shane,Millard,5.99
489,Ricardo,Meador,3.99
489,Ricardo,Meador,0.99
489,Ricardo,Meador,7.99
489,Ricardo,Meador,4.99
490,Sam,Mcduffie,3.99
491,Rick,Mattox,2.99
491,Rick,Mattox,4.99
491,Rick,Mattox,4.99
491,Rick,Mattox,4.99
491,Rick,Mattox,4.99
491,Rick,Mattox,4.99
491,Rick,Mattox,3.99
492,Lester,Kraus,1.99
492,Lester,Kraus,4.99
492,Lester,Kraus,4.99
492,Lester,Kraus,9.99
493,Brent,Harkins,3.99
493,Brent,Harkins,4.99
493,Brent,Harkins,0.99
493,Brent,Harkins,2.99
494,Ramon,Choate,2.99
495,Charlie,Bess,2.99
495,Charlie,Bess,4.99
495,Charlie,Bess,7.99
495,Charlie,Bess,3.99
496,Tyler,Wren,2.99
497,Gilbert,Sledge,8.99
497,Gilbert,Sledge,5.99
497,Gilbert,Sledge,2.99
497,Gilbert,Sledge,4.99
498,Gene,Sanborn,6.99
498,Gene,Sanborn,2.99
498,Gene,Sanborn,2.99
498,Gene,Sanborn,4.99
498,Gene,Sanborn,0.99
498,Gene,Sanborn,0.99
499,Marc,Outlaw,2.99
499,Marc,Outlaw,4.99
499,Marc,Outlaw,4.99
499,Marc,Outlaw,1.99
500,Reginald,Kinder,5.99
500,Reginald,Kinder,5.99
500,Reginald,Kinder,3.99
500,Reginald,Kinder,6.99
500,Reginald,Kinder,2.99
501,Ruben,Geary,5.99
501,Ruben,Geary,7.99
502,Brett,Cornwell,7.99
502,Brett,Cornwell,0.99
502,Brett,Cornwell,0.99
503,Angel,Barclay,4.99
503,Angel,Barclay,2.99
503,Angel,Barclay,0.99
504,Nathaniel,Adam,1.99
504,Nathaniel,Adam,6.99
505,Rafael,Abney,5.99
505,Rafael,Abney,4.99
505,Rafael,Abney,7.99
505,Rafael,Abney,5.99
506,Leslie,Seward,6.99
506,Leslie,Seward,2.99
506,Leslie,Seward,0.99
506,Leslie,Seward,9.99
506,Leslie,Seward,6.99
507,Edgar,Rhoads,4.99
507,Edgar,Rhoads,4.99
507,Edgar,Rhoads,4.99
508,Milton,Howland,4.99
509,Raul,Fortier,2.99
509,Raul,Fortier,4.99
510,Ben,Easter,5.99
510,Ben,Easter,0.99
510,Ben,Easter,0.99
510,Ben,Easter,8.99
510,Ben,Easter,0.99
510,Ben,Easter,0.99
510,Ben,Easter,8.99
510,Ben,Easter,5.99
511,Chester,Benner,2.99
511,Chester,Benner,2.99
511,Chester,Benner,10.99
511,Chester,Benner,4.99
512,Cecil,Vines,6.99
512,Cecil,Vines,4.99
512,Cecil,Vines,2.99
513,Duane,Tubbs,2.99
513,Duane,Tubbs,7.99
513,Duane,Tubbs,1.99
514,Franklin,Troutman,4.99
514,Franklin,Troutman,3.99
514,Franklin,Troutman,0.99
514,Franklin,Troutman,0.99
514,Franklin,Troutman,2.99
514,Franklin,Troutman,0.99
515,Andre,Rapp,4.99
515,Andre,Rapp,5.99
515,Andre,Rapp,4.99
515,Andre,Rapp,4.99
515,Andre,Rapp,0.99
515,Andre,Rapp,3.99
516,Elmer,Noe,4.99
516,Elmer,Noe,1.99
516,Elmer,Noe,10.99
516,Elmer,Noe,0.99
516,Elmer,Noe,0.99
516,Elmer,Noe,2.99
517,Brad,Mccurdy,4.99
517,Brad,Mccurdy,8.99
517,Brad,Mccurdy,4.99
517,Brad,Mccurdy,2.99
517,Brad,Mccurdy,0.99
518,Gabriel,Harder,5.99
518,Gabriel,Harder,0.99
519,Ron,Deluca,2.99
519,Ron,Deluca,8.99
519,Ron,Deluca,5.99
520,Mitchell,Westmoreland,0.99
520,Mitchell,Westmoreland,6.99
520,Mitchell,Westmoreland,4.99
521,Roland,South,0.99
521,Roland,South,0.99
522,Arnold,Havens,3.99
522,Arnold,Havens,8.99
522,Arnold,Havens,2.99
522,Arnold,Havens,0.99
523,Harvey,Guajardo,6.99
523,Harvey,Guajardo,8.99
523,Harvey,Guajardo,7.99
523,Harvey,Guajardo,0.99
524,Jared,Ely,1.99
524,Jared,Ely,4.99
524,Jared,Ely,2.99
525,Adrian,Clary,2.99
526,Karl,Seal,4.99
526,Karl,Seal,0.99
526,Karl,Seal,7.99
526,Karl,Seal,2.99
526,Karl,Seal,2.99
526,Karl,Seal,4.99
526,Karl,Seal,2.99
526,Karl,Seal,6.99
526,Karl,Seal,6.99
527,Cory,Meehan,2.99
527,Cory,Meehan,0.99
527,Cory,Meehan,0.99
527,Cory,Meehan,2.99
528,Claude,Herzog,2.99
528,Claude,Herzog,4.99
529,Erik,Guillen,1.99
529,Erik,Guillen,0.99
529,Erik,Guillen,0.99
530,Darryl,Ashcraft,1.99
530,Darryl,Ashcraft,0.99
530,Darryl,Ashcraft,2.99
531,Jamie,Waugh,2.99
532,Neil,Renner,4.99
532,Neil,Renner,3.99
533,Jessie,Milam,5.99
533,Jessie,Milam,0.99
533,Jessie,Milam,0.99
533,Jessie,Milam,2.99
533,Jessie,Milam,6.99
533,Jessie,Milam,0.99
534,Christian,Jung,4.99
534,Christian,Jung,2.99
534,Christian,Jung,0.99
534,Christian,Jung,1.99
534,Christian,Jung,4.99
535,Javier,Elrod,4.99
535,Javier,Elrod,4.99
536,Fernando,Churchill,4.99
536,Fernando,Churchill,2.99
536,Fernando,Churchill,2.99
537,Clinton,Buford,2.99
537,Clinton,Buford,2.99
537,Clinton,Buford,8.99
537,Clinton,Buford,8.99
538,Ted,Breaux,5.99
538,Ted,Breaux,4.99
538,Ted,Breaux,4.99
538,Ted,Breaux,2.99
539,Mathew,Bolin,3.99
539,Mathew,Bolin,0.99
539,Mathew,Bolin,4.99
540,Tyrone,Asher,2.99
540,Tyrone,Asher,4.99
540,Tyrone,Asher,2.99
540,Tyrone,Asher,3.99
540,Tyrone,Asher,3.99
541,Darren,Windham,2.99
541,Darren,Windham,6.99
542,Lonnie,Tirado,4.99
542,Lonnie,Tirado,10.99
543,Lance,Pemberton,4.99
543,Lance,Pemberton,2.99
543,Lance,Pemberton,4.99
543,Lance,Pemberton,2.99
543,Lance,Pemberton,5.99
544,Cody,Nolen,1.99
544,Cody,Nolen,10.99
544,Cody,Nolen,0.99
544,Cody,Nolen,2.99
545,Julio,Noland,2.99
546,Kelly,Knott,1.99
546,Kelly,Knott,0.99
546,Kelly,Knott,3.99
546,Kelly,Knott,5.99
547,Kurt,Emmons,8.99
548,Allan,Cornish,1.99
548,Allan,Cornish,2.99
548,Allan,Cornish,0.99
549,Nelson,Christenson,2.99
550,Guy,Brownlee,6.99
550,Guy,Brownlee,3.99
550,Guy,Brownlee,4.99
550,Guy,Brownlee,2.99
550,Guy,Brownlee,9.99
550,Guy,Brownlee,10.99
551,Clayton,Barbee,4.99
551,Clayton,Barbee,3.99
552,Hugh,Waldrop,0.99
552,Hugh,Waldrop,4.99
553,Max,Pitt,3.99
553,Max,Pitt,8.99
553,Max,Pitt,6.99
554,Dwayne,Olvera,4.99
554,Dwayne,Olvera,6.99
554,Dwayne,Olvera,2.99
554,Dwayne,Olvera,6.99
555,Dwight,Lombardi,1.99
556,Armando,Gruber,6.99
556,Armando,Gruber,5.99
556,Armando,Gruber,0.99
556,Armando,Gruber,4.99
556,Armando,Gruber,6.99
557,Felix,Gaffney,0.99
557,Felix,Gaffney,6.99
557,Felix,Gaffney,3.99
558,Jimmie,Eggleston,4.99
558,Jimmie,Eggleston,1.99
558,Jimmie,Eggleston,4.99
558,Jimmie,Eggleston,4.99
558,Jimmie,Eggleston,10.99
559,Everett,Banda,4.99
559,Everett,Banda,0.99
559,Everett,Banda,4.99
559,Everett,Banda,1.99
560,Jordan,Archuleta,4.99
560,Jordan,Archuleta,1.99
561,Ian,Still,2.99
561,Ian,Still,2.99
561,Ian,Still,4.99
561,Ian,Still,4.99
561,Ian,Still,5.99
561,Ian,Still,0.99
561,Ian,Still,4.99
561,Ian,Still,4.99
561,Ian,Still,0.99
562,Wallace,Slone,3.99
562,Wallace,Slone,4.99
562,Wallace,Slone,3.99
562,Wallace,Slone,4.99
563,Ken,Prewitt,4.99
563,Ken,Prewitt,0.99
564,Bob,Pfeiffer,2.99
565,Jaime,Nettles,4.99
565,Jaime,Nettles,5.99
565,Jaime,Nettles,5.99
566,Casey,Mena,5.99
566,Casey,Mena,4.99
566,Casey,Mena,0.99
566,Casey,Mena,4.99
567,Alfredo,Mcadams,4.99
567,Alfredo,Mcadams,2.99
568,Alberto,Henning,4.99
568,Alberto,Henning,4.99
568,Alberto,Henning,0.99
568,Alberto,Henning,4.99
568,Alberto,Henning,1.99
569,Dave,Gardiner,6.99
569,Dave,Gardiner,5.99
570,Ivan,Cromwell,4.99
570,Ivan,Cromwell,4.99
570,Ivan,Cromwell,2.99
570,Ivan,Cromwell,5.99
570,Ivan,Cromwell,6.99
570,Ivan,Cromwell,3.99
570,Ivan,Cromwell,2.99
571,Johnnie,Chisholm,4.99
571,Johnnie,Chisholm,3.99
571,Johnnie,Chisholm,4.99
571,Johnnie,Chisholm,4.99
571,Johnnie,Chisholm,2.99
571,Johnnie,Chisholm,10.99
572,Sidney,Burleson,10.99
572,Sidney,Burleson,0.99
572,Sidney,Burleson,0.99
573,Byron,Box,4.99
573,Byron,Box,5.99
573,Byron,Box,1.99
573,Byron,Box,7.99
574,Julian,Vest,0.99
574,Julian,Vest,5.99
574,Julian,Vest,0.99
574,Julian,Vest,0.99
574,Julian,Vest,6.99
575,Isaac,Oglesby,2.99
575,Isaac,Oglesby,2.99
575,Isaac,Oglesby,4.99
576,Morris,Mccarter,4.99
576,Morris,Mccarter,2.99
576,Morris,Mccarter,0.99
576,Morris,Mccarter,8.99
576,Morris,Mccarter,3.99
576,Morris,Mccarter,4.99
576,Morris,Mccarter,6.99
577,Clifton,Malcolm,3.99
577,Clifton,Malcolm,2.99
577,Clifton,Malcolm,6.99
578,Willard,Lumpkin,6.99
578,Willard,Lumpkin,4.99
578,Willard,Lumpkin,2.99
579,Daryl,Larue,5.99
579,Daryl,Larue,3.99
579,Daryl,Larue,2.99
580,Ross,Grey,0.99
581,Virgil,Wofford,3.99
581,Virgil,Wofford,2.99
581,Virgil,Wofford,4.99
582,Andy,Vanhorn,2.99
582,Andy,Vanhorn,7.99
582,Andy,Vanhorn,0.99
